MovieID,Title,Year,Budget
651,"Superweib, Das (1996)",1996,7806247
652,"301, 302 (1995)",1995,7838386
653,Dragonheart (1996),1996,8778100
654,Und keiner weint mir nach (1996),1996,17157205
655,Mutters Courage (1995),1995,15590465
656,Eddie (1996),1996,12760228
657,Yankee Zulu (1994),1994,14174792
658,Billy's Holiday (1995),1995,5171841
659,Purple Noon (1960),1960,5308465
660,August (1996),1996,18367180
661,James and the Giant Peach (1996),1996,16208881
662,Fear (1996),1996,9145754
663,Kids in the Hall: Brain Candy (1996),1996,17953350
664,Faithful (1996),1996,16262321
665,Underground (1995),1995,13020851
666,All Things Fair (1996),1996,10307309
667,Bloodsport 2 (1995),1995,10462731
668,Pather Panchali (1955),1955,11664882
669,Aparajito (1956),1956,12629157
670,"World of Apu, The (Apur Sansar) (1959)",1959,15162777
671,Mystery Science Theater 3000: The Movie (1996),1996,10281755
672,Tarantella (1995),1995,19302854
673,Space Jam (1996),1996,8949514
674,Barbarella (1968),1968,11356901
675,Hostile Intentions (1994),1994,14977647
676,They Bite (1996),1996,15253063
678,Some Folks Call It a Sling Blade (1993),1993,13098958
679,"Run of the Country, The (1995)",1995,16846764
680,Alphaville (1965),1965,18594223
681,Clean Slate (Coup de Torchon) (1981),1981,7505181
682,Tigrero: A Film That Was Never Made (1994),1994,7506799
683,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",1993,12542688
684,Windows (1980),1980,11914200
685,It's My Party (1995),1995,18531734
687,Country Life (1994),1994,18915822
688,Operation Dumbo Drop (1995),1995,10461063
690,"Promise, The (Versprechen, Das) (1994)",1994,12770932
691,Mrs. Winterbourne (1996),1996,11278461
692,Solo (1996),1996,10321240
693,Under the Domin Tree (Etz Hadomim Tafus) (1994),1994,6360319
694,"Substitute, The (1996)",1996,12446621
695,True Crime (1995),1995,18297492
696,Butterfly Kiss (1995),1995,17654294
697,Feeling Minnesota (1996),1996,16165988
698,Delta of Venus (1994),1994,14709858
699,To Cross the Rubicon (1991),1991,17103308
700,Angus (1995),1995,9585489
701,Daens (1992),1992,10672771
702,Faces (1968),1968,12519075
703,Boys (1996),1996,9492116
704,"Quest, The (1996)",1996,10154362
705,Cosi (1996),1996,15880863
706,Sunset Park (1996),1996,12854562
707,Mulholland Falls (1996),1996,5019280
708,"Truth About Cats & Dogs, The (1996)",1996,6307583
709,Oliver & Company (1988),1988,10032600
710,Celtic Pride (1996),1996,16848922
711,Flipper (1996),1996,17372857
712,Captives (1994),1994,5252954
713,Of Love and Shadows (1994),1994,7850311
714,Dead Man (1995),1995,6974521
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",1995,9270138
716,Switchblade Sisters (1975),1975,17140221
717,Mouth to Mouth (Boca a boca) (1995),1995,13506011
718,"Visitors, The (Les Visiteurs) (1993)",1993,15454080
719,Multiplicity (1996),1996,7381324
720,Wallace & Gromit: The Best of Aardman Animation (1996),1996,7570255
721,Halfmoon (Paul Bowles - Halbmond) (1995),1995,16034774
722,"Haunted World of Edward D. Wood Jr., The (1995)",1995,19618242
723,Two Friends (1986),1986,13057291
724,"Craft, The (1996)",1996,6810680
725,"Great White Hype, The (1996)",1996,8413051
726,Last Dance (1996),1996,11523361
727,War Stories (1995),1995,14988080
728,Cold Comfort Farm (1995),1995,5336473
729,"Institute Benjamenta, or This Dream People Call Human Life (1995)",1995,18499674
730,"Low Life, The (1994)",1994,5599005
731,Heaven's Prisoners (1996),1996,7372385
732,Original Gangstas (1996),1996,11507491
733,"Rock, The (1996)",1996,15749557
734,Getting Away With Murder (1996),1996,16288901
735,Cemetery Man (Dellamorte Dellamore) (1994),1994,13667676
736,Twister (1996),1996,18936616
737,Barb Wire (1996),1996,10123585
738,"Garcu, Le (1995)",1995,5304462
739,Honigmond (1996),1996,8011348
741,Ghost in the Shell (Kokaku kidotai) (1995),1995,17105453
742,Thinner (1996),1996,11969097
743,Spy Hard (1996),1996,12924954
744,Brothers in Trouble (1995),1995,9314529
745,"Close Shave, A (1995)",1995,12215843
746,Force of Evil (1948),1948,9738660
747,"Stupids, The (1996)",1996,16418585
748,"Arrival, The (1996)",1996,14814791
749,"Man from Down Under, The (1943)",1943,13835434
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),1963,14758694
751,Careful (1992),1992,10416065
752,Vermont Is For Lovers (1992),1992,7806435
753,"Month by the Lake, A (1995)",1995,11642490
754,Gold Diggers: The Secret of Bear Mountain (1995),1995,11410667
755,Kim (1950),1950,9582824
756,Carmen Miranda: Bananas Is My Business (1994),1994,17843184
757,Ashes of Time (1994),1994,7921773
758,"Jar, The (Khomreh) (1992)",1992,11321533
759,Maya Lin: A Strong Clear Vision (1994),1994,19427767
760,Stalingrad (1993),1993,11233891
761,"Phantom, The (1996)",1996,15690234
762,Striptease (1996),1996,16471322
763,"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",1996,10402823
764,Heavy (1995),1995,15401787
765,Jack (1996),1996,15065812
766,I Shot Andy Warhol (1996),1996,9585666
767,"Grass Harp, The (1995)",1995,18217596
768,Someone Else's America (1995),1995,7069820
769,Marlene Dietrich: Shadow and Light (1996),1996,19187042
770,Costa Brava (1946),1946,11235774
771,"Vie est belle, La (Life is Rosey) (1987)",1987,18191489
772,Quartier Mozart (1992),1992,12369702
773,Touki Bouki (Journey of the Hyena) (1973),1973,7313315
774,Wend Kuuni (God's Gift) (1982),1982,16975013
775,Spirits of the Dead (Tre Passi nel Delirio) (1968),1968,9613018
776,Babyfever (1994),1994,10702330
777,Pharaoh's Army (1995),1995,5990522
778,Trainspotting (1996),1996,8110553
779,Til There Was You (1997),1997,15650724
780,Independence Day (ID4) (1996),1996,17457251
781,Stealing Beauty (1996),1996,5247875
782,"Fan, The (1996)",1996,8604711
783,"Hunchback of Notre Dame, The (1996)",1996,10519634
784,"Cable Guy, The (1996)",1996,5845128
785,Kingpin (1996),1996,9800015
786,Eraser (1996),1996,5411189
787,"Gate of Heavenly Peace, The (1995)",1995,10578087
788,"Nutty Professor, The (1996)",1996,7609219
789,"I, Worst of All (Yo, la peor de todas) (1990)",1990,16299397
790,An Unforgettable Summer (1994),1994,5805473
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",1995,15259973
792,"Hungarian Fairy Tale, A (1987)",1987,19393276
793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),1993,18523559
794,Midnight Dancers (Sibak) (1994),1994,6460787
795,Somebody to Love (1994),1994,19065072
796,"Very Natural Thing, A (1974)",1974,13137419
797,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",1991,11878896
798,Daylight (1996),1996,17918359
799,"Frighteners, The (1996)",1996,5245845
800,Lone Star (1996),1996,17024255
801,Harriet the Spy (1996),1996,15196866
802,Phenomenon (1996),1996,5382757
803,Walking and Talking (1996),1996,9343590
804,She's the One (1996),1996,15121488
805,"Time to Kill, A (1996)",1996,12562979
806,American Buffalo (1996),1996,12605703
807,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",1995,17529072
808,Alaska (1996),1996,5134439
809,Fled (1996),1996,7288927
810,Kazaam (1996),1996,11482173
811,"Bewegte Mann, Der (1994)",1994,9917237
812,Magic Hunter (1994),1994,10246216
813,Larger Than Life (1996),1996,13818642
814,"Boy Called Hate, A (1995)",1995,6539335
815,Power 98 (1995),1995,14139216
816,Two Deaths (1995),1995,14972279
818,"Very Brady Sequel, A (1996)",1996,7208214
819,Stefano Quantestorie (1993),1993,17271042
820,"Death in the Garden (Mort en ce jardin, La) (1956)",1956,12860110
821,"Crude Oasis, The (1995)",1995,12291176
822,Hedd Wyn (1992),1992,18277187
823,"Collectionneuse, La (1967)",1967,14943242
824,Kaspar Hauser (1993),1993,18156710
825,Echte Kerle (1996),1996,15735265
826,Diebinnen (1995),1995,19467494
827,"Convent, The (Convento, O) (1995)",1995,16032608
828,"Adventures of Pinocchio, The (1996)",1996,8452986
829,Joe's Apartment (1996),1996,14183932
830,"First Wives Club, The (1996)",1996,7299709
831,Stonewall (1995),1995,19421434
832,Ransom (1996),1996,13300773
833,High School High (1996),1996,18913116
834,Phat Beach (1996),1996,17379603
835,Foxfire (1996),1996,10266955
836,Chain Reaction (1996),1996,19431992
837,Matilda (1996),1996,13433668
838,Emma (1996),1996,9214161
839,"Crow: City of Angels, The (1996)",1996,10844944
840,House Arrest (1996),1996,14692246
841,Eyes Without a Face (1959),1959,13302860
842,Tales from the Crypt Presents: Bordello of Blood (1996),1996,16240671
843,Lotto Land (1995),1995,10562087
844,"Story of Xinghua, The (1993)",1993,5281713
845,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",1994,16163717
846,Flirt (1995),1995,11023404
847,"Big Squeeze, The (1996)",1996,18311822
848,"Spitfire Grill, The (1996)",1996,8343939
849,Escape from L.A. (1996),1996,14564134
850,Cyclo (1995),1995,19493436
851,Basquiat (1996),1996,12732724
852,Tin Cup (1996),1996,19207833
853,Dingo (1992),1992,19392469
854,"Ballad of Narayama, The (Narayama Bushiko) (1958)",1958,5309105
855,Every Other Weekend (1990),1990,7060637
856,Mille bolle blu (1993),1993,19660143
857,Crows and Sparrows (1949),1949,16009546
858,"Godfather, The (1972)",1972,10117413
859,"Hippie Revolution, The (1996)",1996,17013437
860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",1994,7957018
861,Supercop (1992),1992,11912829
862,Manny & Lo (1996),1996,18626651
863,Celestial Clockwork (1994),1994,9656175
864,"Wife, The (1995)",1995,5389458
865,Small Faces (1995),1995,5887930
866,Bound (1996),1996,17350522
867,Carpool (1996),1996,13930479
868,Death in Brunswick (1991),1991,18151261
869,Kansas City (1996),1996,13151829
870,Gone Fishin' (1997),1997,17874251
871,Lover's Knot (1996),1996,15661593
872,Aiqing wansui (1994),1994,11766080
873,Shadow of Angels (Schatten der Engel) (1976),1976,11029785
874,Killer: A Journal of Murder (1995),1995,11883836
875,Nothing to Lose (1994),1994,16698332
876,Police Story 4: Project S (Chao ji ji hua) (1993),1993,9309242
877,Girls Town (1996),1996,12544810
878,Bye-Bye (1995),1995,15999105
879,"Relic, The (1997)",1997,9011666
880,"Island of Dr. Moreau, The (1996)",1996,6145883
881,First Kid (1996),1996,14809395
882,"Trigger Effect, The (1996)",1996,15044341
884,Sweet Nothing (1995),1995,17501786
885,Bogus (1996),1996,19804867
886,Bulletproof (1996),1996,11727956
887,Talk of Angels (1998),1998,11534620
888,Land Before Time III: The Time of the Great Giving (1995),1995,11807753
889,1-900 (1994),1994,18100409
890,Baton Rouge (1988),1988,16109151
891,Halloween: The Curse of Michael Myers (1995),1995,11940427
892,Twelfth Night (1996),1996,14156594
893,Mother Night (1996),1996,7422823
894,Liebelei (1933),1933,8110873
895,Venice/Venice (1992),1992,17180439
896,Wild Reeds (1994),1994,5904565
897,For Whom the Bell Tolls (1943),1943,12374803
898,"Philadelphia Story, The (1940)",1940,11471862
899,Singin' in the Rain (1952),1952,13776251
900,"American in Paris, An (1951)",1951,8194816
901,Funny Face (1957),1957,7863291
902,Breakfast at Tiffany's (1961),1961,5284048
903,Vertigo (1958),1958,11273393
904,Rear Window (1954),1954,15236176
905,It Happened One Night (1934),1934,7304204
906,Gaslight (1944),1944,16257200
907,"Gay Divorcee, The (1934)",1934,7364677
908,North by Northwest (1959),1959,8351212
909,"Apartment, The (1960)",1960,17838277
910,Some Like It Hot (1959),1959,16006941
911,Charade (1963),1963,9079735
912,Casablanca (1942),1942,8270097
913,"Maltese Falcon, The (1941)",1941,17760286
914,My Fair Lady (1964),1964,12518704
915,Sabrina (1954),1954,16772721
916,Roman Holiday (1953),1953,5318002
917,"Little Princess, The (1939)",1939,11114978
918,Meet Me in St. Louis (1944),1944,13932044
919,"Wizard of Oz, The (1939)",1939,17907737
920,Gone with the Wind (1939),1939,6557524
921,My Favorite Year (1982),1982,17788592
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),1950,14165326
923,Citizen Kane (1941),1941,11356649
924,2001: A Space Odyssey (1968),1968,10803783
925,Golden Earrings (1947),1947,12256649
926,All About Eve (1950),1950,6553455
927,"Women, The (1939)",1939,14699694
928,Rebecca (1940),1940,8042433
929,Foreign Correspondent (1940),1940,9477995
930,Notorious (1946),1946,6350554
931,Spellbound (1945),1945,10915749
932,"Affair to Remember, An (1957)",1957,13072733
933,To Catch a Thief (1955),1955,18930949
934,Father of the Bride (1950),1950,15276363
935,"Band Wagon, The (1953)",1953,7398071
936,Ninotchka (1939),1939,12664876
937,Love in the Afternoon (1957),1957,11549930
938,Gigi (1958),1958,11025345
939,"Reluctant Debutante, The (1958)",1958,17360351
940,"Adventures of Robin Hood, The (1938)",1938,13541001
941,"Mark of Zorro, The (1940)",1940,11872036
942,Laura (1944),1944,17574892
943,"Ghost and Mrs. Muir, The (1947)",1947,12727575
944,Lost Horizon (1937),1937,5675759
945,Top Hat (1935),1935,16285056
946,To Be or Not to Be (1942),1942,18528185
947,My Man Godfrey (1936),1936,11119057
948,Giant (1956),1956,17150991
949,East of Eden (1955),1955,11281363
950,"Thin Man, The (1934)",1934,9370623
951,His Girl Friday (1940),1940,14136461
952,Around the World in 80 Days (1956),1956,16629854
953,It's a Wonderful Life (1946),1946,19497445
954,Mr. Smith Goes to Washington (1939),1939,6343044
955,Bringing Up Baby (1938),1938,16882732
956,Penny Serenade (1941),1941,14270133
957,"Scarlet Letter, The (1926)",1926,15589302
958,Lady of Burlesque (1943),1943,19901542
959,Of Human Bondage (1934),1934,17905628
960,Angel on My Shoulder (1946),1946,9404981
961,Little Lord Fauntleroy (1936),1936,8914245
962,They Made Me a Criminal (1939),1939,10934451
963,"Inspector General, The (1949)",1949,18138960
964,Angel and the Badman (1947),1947,15437801
965,"39 Steps, The (1935)",1935,13819635
966,"Walk in the Sun, A (1945)",1945,16762021
967,"Outlaw, The (1943)",1943,13475116
968,Night of the Living Dead (1968),1968,18516705
969,"African Queen, The (1951)",1951,13628989
970,Beat the Devil (1954),1954,7196595
971,Cat on a Hot Tin Roof (1958),1958,6400529
972,"Last Time I Saw Paris, The (1954)",1954,6571796
973,Meet John Doe (1941),1941,9526009
974,Algiers (1938),1938,12322008
975,Something to Sing About (1937),1937,5170000
976,"Farewell to Arms, A (1932)",1932,9466021
977,Moonlight Murder (1936),1936,15288194
978,"Blue Angel, The (Blaue Engel, Der) (1930)",1930,14596430
979,Nothing Personal (1995),1995,14414723
980,In the Line of Duty 2 (1987),1987,8566334
981,Dangerous Ground (1997),1997,9975469
982,Picnic (1955),1955,9991624
983,Madagascar Skin (1995),1995,9306223
984,"Pompatus of Love, The (1996)",1996,8438700
985,Small Wonders (1996),1996,10334637
986,Fly Away Home (1996),1996,13364823
987,Bliss (1997),1997,15628540
988,Grace of My Heart (1996),1996,6569824
989,Schlafes Bruder (Brother of Sleep) (1995),1995,7053468
990,Maximum Risk (1996),1996,10555483
991,Michael Collins (1996),1996,10142691
992,"Rich Man's Wife, The (1996)",1996,5606436
993,Infinity (1996),1996,6774575
994,Big Night (1996),1996,9865338
996,Last Man Standing (1996),1996,19184400
997,Caught (1996),1996,17591216
998,Set It Off (1996),1996,13686309
999,2 Days in the Valley (1996),1996,7472050
1000,Curdled (1996),1996,12532325
1001,"Associate, The (L'Associe)(1982)",1982,17958644
1002,Ed's Next Move (1996),1996,14645027
1003,Extreme Measures (1996),1996,9704488
1004,"Glimmer Man, The (1996)",1996,19274496
1005,D3: The Mighty Ducks (1996),1996,15436082
1006,"Chamber, The (1996)",1996,15955488
1007,"Apple Dumpling Gang, The (1975)",1975,5690666
1008,"Davy Crockett, King of the Wild Frontier (1955)",1955,7796630
1009,Escape to Witch Mountain (1975),1975,13561841
1010,"Love Bug, The (1969)",1969,16517774
1011,Herbie Rides Again (1974),1974,9183069
1012,Old Yeller (1957),1957,9598327
1013,"Parent Trap, The (1961)",1961,10767235
1014,Pollyanna (1960),1960,6874624
1015,Homeward Bound: The Incredible Journey (1993),1993,18165298
1016,"Shaggy Dog, The (1959)",1959,16968313
1017,Swiss Family Robinson (1960),1960,14873106
1018,That Darn Cat! (1965),1965,11455595
1019,"20,000 Leagues Under the Sea (1954)",1954,5959148
1020,Cool Runnings (1993),1993,8815286
1021,Angels in the Outfield (1994),1994,14899045
1022,Cinderella (1950),1950,11133186
1023,Winnie the Pooh and the Blustery Day (1968),1968,9615680
1024,"Three Caballeros, The (1945)",1945,9402886
1025,"Sword in the Stone, The (1963)",1963,10623169
1026,So Dear to My Heart (1949),1949,13065021
1027,Robin Hood: Prince of Thieves (1991),1991,5121462
1028,Mary Poppins (1964),1964,6857105
1029,Dumbo (1941),1941,11216709
1030,Pete's Dragon (1977),1977,11165829
1031,Bedknobs and Broomsticks (1971),1971,11061407
1032,Alice in Wonderland (1951),1951,8573613
1033,"Fox and the Hound, The (1981)",1981,7609946
1034,Freeway (1996),1996,10252496
1035,"Sound of Music, The (1965)",1965,18212692
1036,Die Hard (1988),1988,13182219
1037,"Lawnmower Man, The (1992)",1992,10104010
1038,Unhook the Stars (1996),1996,10231303
1039,Synthetic Pleasures (1995),1995,7794293
1040,"Secret Agent, The (1996)",1996,7893558
1041,Secrets & Lies (1996),1996,15832401
1042,That Thing You Do! (1996),1996,19925327
1043,To Gillian on Her 37th Birthday (1996),1996,7313434
1044,Surviving Picasso (1996),1996,18734210
1045,Love Is All There Is (1996),1996,13987009
1046,Beautiful Thing (1996),1996,7043812
1047,"Long Kiss Goodnight, The (1996)",1996,8825686
1049,"Ghost and the Darkness, The (1996)",1996,11478184
1050,Looking for Richard (1996),1996,11758262
1051,Trees Lounge (1996),1996,5063075
1052,"Proprietor, The (1996)",1996,9414363
1053,Normal Life (1996),1996,12047801
1054,Get on the Bus (1996),1996,19105143
1055,Shadow Conspiracy (1997),1997,6977115
1056,Jude (1996),1996,5577349
1057,Everyone Says I Love You (1996),1996,16043138
1058,Bitter Sugar (Azucar Amargo) (1996),1996,6286316
1059,William Shakespeare's Romeo and Juliet (1996),1996,14731021
1060,Swingers (1996),1996,19386981
1061,Sleepers (1996),1996,9308919
1062,"Sunchaser, The (1996)",1996,10940797
1063,Johns (1996),1996,18591730
1064,Aladdin and the King of Thieves (1996),1996,9864612
1065,"Woman in Question, The (1950)",1950,14798648
1066,Shall We Dance? (1937),1937,6336968
1067,"Damsel in Distress, A (1937)",1937,9943698
1068,Crossfire (1947),1947,16662409
1069,"Murder, My Sweet (1944)",1944,9980018
1070,Macao (1952),1952,9438615
1071,For the Moment (1994),1994,6162981
1073,Willy Wonka and the Chocolate Factory (1971),1971,18144635
1075,"Sexual Life of the Belgians, The (1994)",1994,14165093
1076,"Innocents, The (1961)",1961,18396646
1077,Sleeper (1973),1973,15033084
1078,Bananas (1971),1971,10307699
1079,"Fish Called Wanda, A (1988)",1988,10775762
1080,Monty Python's Life of Brian (1979),1979,16066218
1081,Victor/Victoria (1982),1982,11934440
1082,"Candidate, The (1972)",1972,18994171
1083,"Great Race, The (1965)",1965,11185707
1084,Bonnie and Clyde (1967),1967,7495312
1085,"Old Man and the Sea, The (1958)",1958,11683290
1086,Dial M for Murder (1954),1954,18465724
1087,Madame Butterfly (1995),1995,7465877
1088,Dirty Dancing (1987),1987,19792444
1089,Reservoir Dogs (1992),1992,13660878
1090,Platoon (1986),1986,15083543
1091,Weekend at Bernie's (1989),1989,7381934
1092,Basic Instinct (1992),1992,9491763
1093,"Doors, The (1991)",1991,7901205
1094,"Crying Game, The (1992)",1992,5017698
1095,Glengarry Glen Ross (1992),1992,19734157
1096,Sophie's Choice (1982),1982,5129593
1097,E.T. the Extra-Terrestrial (1982),1982,14622672
1098,"Search for One-eye Jimmy, The (1996)",1996,13395718
1099,"Christmas Carol, A (1938)",1938,15506470
1100,Days of Thunder (1990),1990,7274581
1101,Top Gun (1986),1986,15065016
1102,American Strays (1996),1996,10183053
1103,Rebel Without a Cause (1955),1955,13505239
1104,"Streetcar Named Desire, A (1951)",1951,16763891
1105,Children of the Corn IV: The Gathering (1996),1996,9883557
1106,"Leopard Son, The (1996)",1996,14438480
1107,Loser (1991),1991,19292683
1108,Prerokbe Ognja (1995),1995,6599684
1109,Charm's Incidents (1996),1996,13041745
1110,Bird of Prey (1996),1996,7665003
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),1996,8907459
1112,Palookaville (1996),1996,5078980
1113,"Associate, The (1996)",1996,18275308
1114,"Funeral, The (1996)",1996,15835523
1115,Sleepover (1995),1995,7177399
1116,"Single Girl, A (La Fille Seule) (1995)",1995,5057444
1117,"Eighth Day, The (Le Huiti�me jour ) (1996)",1996,16646843
1118,Tashunga (1995),1995,18568150
1119,Drunks (1997),1997,8852363
1120,"People vs. Larry Flynt, The (1996)",1996,7973734
1121,Glory Daze (1996),1996,11539567
1122,Plutonium Circus (1995),1995,15075266
1123,"Perfect Candidate, A (1996)",1996,11514697
1124,On Golden Pond (1981),1981,8457734
1125,"Return of the Pink Panther, The (1974)",1974,6876147
1126,Drop Dead Fred (1991),1991,18952334
1127,"Abyss, The (1989)",1989,17672288
1128,"Fog, The (1980)",1980,10816161
1129,Escape from New York (1981),1981,12993165
1130,"Howling, The (1980)",1980,10793154
1131,Jean de Florette (1986),1986,18974354
1132,Manon of the Spring (Manon des sources) (1986),1986,13771161
1133,Talking About Sex (1994),1994,6334268
1134,Johnny 100 Pesos (1993),1993,19216425
1135,Private Benjamin (1980),1980,6335383
1136,Monty Python and the Holy Grail (1974),1974,11927304
1137,Hustler White (1996),1996,5823116
1138,Dadetown (1995),1995,6938874
1139,Everything Relative (1996),1996,14010888
1140,Entertaining Angels: The Dorothy Day Story (1996),1996,17686136
1141,Hoogste tijd (1995),1995,19146227
1142,Get Over It (1996),1996,18886202
1143,Three Lives and Only One Death (1996),1996,12970204
1144,"Line King: Al Hirschfeld, The (1996)",1996,17169743
1145,Snowriders (1996),1996,17411586
1146,Curtis's Charm (1995),1995,18590374
1147,When We Were Kings (1996),1996,6745624
1148,"Wrong Trousers, The (1993)",1993,14289509
1149,JLG/JLG - autoportrait de d�cembre (1994),1994,15189188
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",1982,12510237
1151,Faust (1994),1994,10542391
1152,He Walked by Night (1948),1948,5944986
1153,Raw Deal (1948),1948,6635068
1154,T-Men (1947),1947,15034283
1155,"Invitation, The (Zaproszenie) (1986)",1986,7860445
1156,"Children Are Watching us, The (Bambini ci guardano, I) (1942)",1942,7861217
1157,"Symphonie pastorale, La (1946)",1946,15437113
1158,Here Comes Cookie (1935),1935,14561464
1159,Love in Bloom (1935),1935,12190697
1160,Six of a Kind (1934),1934,14677013
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",1979,6167398
1162,"Ruling Class, The (1972)",1972,10819630
1163,Mina Tannenbaum (1994),1994,18241607
1164,Two or Three Things I Know About Her (1966),1966,9615849
1165,"Bloody Child, The (1996)",1996,13275491
1166,Farmer & Chase (1995),1995,8975665
1167,Dear God (1996),1996,7724962
1168,Bad Moon (1996),1996,18891599
1169,American Dream (1990),1990,6683782
1170,Best of the Best 3: No Turning Back (1995),1995,10453342
1171,Bob Roberts (1992),1992,11364129
1172,Cinema Paradiso (1988),1988,12649190
1173,"Cook the Thief His Wife & Her Lover, The (1989)",1989,7525660
1174,Grosse Fatigue (1994),1994,9176591
1175,Delicatessen (1991),1991,12466008
1176,"Double Life of Veronique, The (La Double Vie de V�ronique) (1991)",1991,16511399
1177,Enchanted April (1991),1991,12235478
1178,Paths of Glory (1957),1957,12167599
1179,"Grifters, The (1990)",1990,19766461
1180,Hear My Song (1991),1991,13054326
1181,"Shooter, The (1995)",1995,12501312
1183,"English Patient, The (1996)",1996,12290645
1184,Mediterraneo (1991),1991,8021310
1185,My Left Foot (1989),1989,8050795
1186,"Sex, Lies, and Videotape (1989)",1989,7114000
1187,Passion Fish (1992),1992,9149839
1188,Strictly Ballroom (1992),1992,13842977
1189,"Thin Blue Line, The (1988)",1988,7672454
1190,Tie Me Up! Tie Me Down! (1990),1990,19041864
1191,Madonna: Truth or Dare (1991),1991,16594669
1192,Paris Is Burning (1990),1990,15527642
1193,One Flew Over the Cuckoo's Nest (1975),1975,18510747
1194,Up in Smoke (1978),1978,14606445
1196,Star Wars: Episode V - The Empire Strikes Back (1980),1980,19985510
1197,"Princess Bride, The (1987)",1987,5998318
1198,Raiders of the Lost Ark (1981),1981,12272854
1199,Brazil (1985),1985,18571347
1200,Aliens (1986),1986,10889219
1201,"Good, The Bad and The Ugly, The (1966)",1966,14194057
1202,Withnail and I (1987),1987,19020248
1203,12 Angry Men (1957),1957,14651234
1204,Lawrence of Arabia (1962),1962,12916397
1205,"Transformers: The Movie, The (1986)",1986,13943849
1206,"Clockwork Orange, A (1971)",1971,19943180
1207,To Kill a Mockingbird (1962),1962,6560905
1208,Apocalypse Now (1979),1979,13575352
1209,Once Upon a Time in the West (1969),1969,19820220
1210,Star Wars: Episode VI - Return of the Jedi (1983),1983,12137523
1211,Wings of Desire (Der Himmel �ber Berlin) (1987),1987,13253216
1212,"Third Man, The (1949)",1949,5844152
1213,GoodFellas (1990),1990,5943637
1214,Alien (1979),1979,19078666
1215,Army of Darkness (1993),1993,10007760
1216,"Big Blue, The (Le Grand Bleu) (1988)",1988,9847186
1217,Ran (1985),1985,9307757
1218,"Killer, The (Die xue shuang xiong) (1989)",1989,12976754
1219,Psycho (1960),1960,7506483
1220,"Blues Brothers, The (1980)",1980,19336994
1221,"Godfather: Part II, The (1974)",1974,17550204
1222,Full Metal Jacket (1987),1987,10194888
1223,"Grand Day Out, A (1992)",1992,10439046
1224,Henry V (1989),1989,18065109
1225,Amadeus (1984),1984,13597779
1226,"Quiet Man, The (1952)",1952,7485488
1227,Once Upon a Time in America (1984),1984,11888590
1228,Raging Bull (1980),1980,18718748
1230,Annie Hall (1977),1977,11372375
1231,"Right Stuff, The (1983)",1983,14792972
1232,Stalker (1979),1979,11631691
1233,"Boat, The (Das Boot) (1981)",1981,16323380
1234,"Sting, The (1973)",1973,19191029
1235,Harold and Maude (1971),1971,11064138
1236,Trust (1990),1990,7432324
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",1957,14687326
1238,Local Hero (1983),1983,13937005
1240,"Terminator, The (1984)",1984,13242624
1241,Braindead (1992),1992,12807614
1242,Glory (1989),1989,15348683
1243,Rosencrantz and Guildenstern Are Dead (1990),1990,15429044
1244,Manhattan (1979),1979,15041389
1245,Miller's Crossing (1990),1990,15459791
1246,Dead Poets Society (1989),1989,11638896
1247,"Graduate, The (1967)",1967,8013953
1248,Touch of Evil (1958),1958,12236646
1249,Nikita (La Femme Nikita) (1990),1990,11584150
1250,"Bridge on the River Kwai, The (1957)",1957,11975440
1251,8 1/2 (1963),1963,10995694
1252,Chinatown (1974),1974,9198028
1253,"Day the Earth Stood Still, The (1951)",1951,11015199
1254,"Treasure of the Sierra Madre, The (1948)",1948,13331101
1255,Bad Taste (1987),1987,11915282
1256,Duck Soup (1933),1933,14253633
1257,Better Off Dead... (1985),1985,15339604
1258,"Shining, The (1980)",1980,19477026
1259,Stand by Me (1986),1986,8995033
1260,M (1931),1931,15914127
1261,Evil Dead II (Dead By Dawn) (1987),1987,9380114
1262,"Great Escape, The (1963)",1963,19017842
1263,"Deer Hunter, The (1978)",1978,9833662
1264,Diva (1981),1981,18872959
1265,Groundhog Day (1993),1993,7991428
1266,Unforgiven (1992),1992,18519542
1267,"Manchurian Candidate, The (1962)",1962,14084409
1268,Pump Up the Volume (1990),1990,10474268
1269,Arsenic and Old Lace (1944),1944,17898719
1270,Back to the Future (1985),1985,10680086
1271,Fried Green Tomatoes (1991),1991,19681890
1272,Patton (1970),1970,7723466
1273,Down by Law (1986),1986,10573272
